2020-03-30 22:21:36.641911,671
2020-03-30 22:21:54.300763,622
2020-03-30 22:20:47.054617,843
2020-03-30 22:22:05.801502,602
2020-03-30 22:23:31.948243,486
2020-03-30 22:21:15.793844,733
2020-03-30 22:21:32.398988,683
2020-03-30 22:21:43.596997,659
2020-03-30 22:23:23.067751,494
2020-03-30 22:20:32.435729,971
2020-03-30 22:20:42.511251,881
2020-03-30 22:20:40.617426,881
2020-03-30 22:23:38.024873,483
2020-03-30 22:22:46.287879,530
2020-03-30 22:24:18.498226,468
2020-03-30 22:23:57.972333,473
2020-03-30 22:22:34.664718,545
2020-03-30 22:23:31.025532,486
2020-03-30 22:21:24.650555,696
2020-03-30 22:22:48.646043,530
2020-03-30 22:21:39.874099,659
2020-03-30 22:20:47.954599,843
2020-03-30 22:21:49.713789,634
2020-03-30 22:21:13.865899,733
2020-03-30 22:22:50.948564,523
2020-03-30 22:20:51.671830,816
2020-03-30 22:23:57.482975,473
2020-03-30 22:23:41.335618,480
2020-03-30 22:23:00.296809,513
2020-03-30 22:20:50.777048,816
2020-03-30 22:21:12.946914,759
2020-03-30 22:23:11.503955,504
2020-03-30 22:24:12.374087,469
2020-03-30 22:22:33.719711,554
2020-03-30 22:20:41.108814,881
2020-03-30 22:21:20.030843,712
2020-03-30 22:22:56.093073,518
2020-03-30 22:21:23.746903,696
2020-03-30 22:20:57.738237,790
2020-03-30 22:23:30.111124,486
2020-03-30 22:21:25.052821,696
2020-03-30 22:20:47.548232,843
2020-03-30 22:21:10.158228,759
2020-03-30 22:23:12.405015,504
2020-03-30 22:22:12.320754,592
2020-03-30 22:23:49.159163,477
2020-03-30 22:22:15.638368,582
2020-03-30 22:22:04.896058,602
2020-03-30 22:23:41.742827,480
2020-03-30 22:22:24.423874,563
2020-03-30 22:23:52.928623,475
2020-03-30 22:22:59.806403,513
2020-03-30 22:21:42.285386,659
2020-03-30 22:23:37.094108,483
2020-03-30 22:24:01.698086,471
2020-03-30 22:21:47.341934,647
2020-03-30 22:23:55.702984,473
2020-03-30 22:22:58.374727,518
2020-03-30 22:22:28.143610,563
2020-03-30 22:21:16.290572,733
2020-03-30 22:24:04.021314,471
2020-03-30 22:20:31.525871,971
2020-03-30 22:23:44.519339,480
2020-03-30 22:21:34.311090,671
2020-03-30 22:21:27.825759,696
2020-03-30 22:22:17.446326,582
2020-03-30 22:20:54.021740,790
2020-03-30 22:22:41.188701,537
2020-03-30 22:22:30.923810,554
2020-03-30 22:21:52.928380,634
2020-03-30 22:21:57.060867,622
2020-03-30 22:24:15.206187,468
2020-03-30 22:23:56.178336,473
2020-03-30 22:21:35.247909,671
2020-03-30 22:22:57.887312,518
2020-03-30 22:22:39.768211,537
2020-03-30 22:24:09.135814,470
2020-03-30 22:22:45.789395,530
2020-03-30 22:22:09.518480,592
2020-03-30 22:23:15.231031,499
2020-03-30 22:24:14.789178,469
2020-03-30 22:22:16.956632,582
2020-03-30 22:20:55.835113,790
2020-03-30 22:24:10.563299,469
2020-03-30 22:21:45.502482,647
2020-03-30 22:24:11.461808,469
2020-03-30 22:20:46.157044,843
2020-03-30 22:21:36.148461,671
2020-03-30 22:23:38.943773,483
2020-03-30 22:21:57.476496,622
2020-03-30 22:22:13.232038,592
2020-03-30 22:22:50.461230,523
2020-03-30 22:21:56.602610,622
2020-03-30 22:23:31.448643,486
2020-03-30 22:22:08.625563,602
2020-03-30 22:21:42.694288,659
2020-03-30 22:23:11.016746,504
2020-03-30 22:22:01.164481,611
2020-03-30 22:23:45.000647,477
2020-03-30 22:21:18.120100,733
2020-03-30 22:21:12.534334,759
2020-03-30 22:21:21.340885,712
2020-03-30 22:23:43.099432,480
2020-03-30 22:20:43.404756,843
2020-03-30 22:23:20.282696,494
2020-03-30 22:23:45.419357,477
2020-03-30 22:22:42.971622,537
2020-03-30 22:22:00.755856,611
2020-03-30 22:21:49.247610,634
2020-03-30 22:23:22.189984,494
2020-03-30 22:24:01.200432,471
2020-03-30 22:20:35.616567,932
2020-03-30 22:20:58.639680,762
2020-03-30 22:22:02.066581,611
2020-03-30 22:20:50.364447,816
2020-03-30 22:20:57.245272,790
2020-03-30 22:23:48.741407,477
2020-03-30 22:23:02.105904,513
2020-03-30 22:22:32.288901,554
2020-03-30 22:22:23.516459,572
2020-03-30 22:22:19.360400,572
2020-03-30 22:21:30.606379,683
2020-03-30 22:22:41.666507,537
2020-03-30 22:23:42.614860,480
2020-03-30 22:21:03.197154,762
2020-03-30 22:22:04.476328,602
2020-03-30 22:21:21.842263,712
2020-03-30 22:23:46.813978,477
2020-03-30 22:22:42.552590,537
2020-03-30 22:23:56.590901,473
2020-03-30 22:21:51.021509,634
2020-03-30 22:21:24.162415,696
2020-03-30 22:23:46.318862,477
2020-03-30 22:21:09.245252,759
2020-03-30 22:23:19.865870,494
2020-03-30 22:22:36.087993,545
2020-03-30 22:22:15.136924,582
2020-03-30 22:23:23.967979,494
2020-03-30 22:22:35.168327,545
2020-03-30 22:23:08.171284,509
2020-03-30 22:22:53.798435,523
2020-03-30 22:22:57.478833,518
2020-03-30 22:20:36.028808,932
2020-03-30 22:22:54.213073,523
2020-03-30 22:21:20.933239,712
2020-03-30 22:20:51.269467,816
2020-03-30 22:21:06.014134,726
2020-03-30 22:21:32.892070,683
2020-03-30 22:20:39.300255,881
2020-03-30 22:23:40.863485,480
2020-03-30 22:21:26.954576,696
